date,condition,review,rating
"October 3, 2013",Anxiety,I started out on Valium 5 mg 4 times a day when I was 22 due to petit-mal seizures. The doctors said my anxiety was causing my blood pressure to go out the roof. At age 29 had a heart attack due to anxiety making my BP so high I was in V fib. Now at age 38 I'm taking Xanax 2 mg 3 times a day. For me all the antidepressants cause some kind of stimulation hat makes my anxiety worsen so I stopped the SSRI's. It is working for now but I fear what happens when this doesn't work anymore what am I going to do. So tired of having anxiety and panic disorder. I don't think too many doctors understand what a profound problem this causes in ones life. So really express how you really feel to your Doc.,10
"September 30, 2013",Panic Disorder,I've had panic attacks for over 10 years I do not know what triggers them I don't know when they're going to occur but they do on a daily basis. The only medication that I ever had that truly worked was Xanax. This is the true panic disorder medication and should not be taken lightly because your body does become accustomed to it. Example after using it for a year I noticed I needed to increase my medication. I went from 0.25 mg milligrams 2.0 mg milligrams every 4 to 6 hours. Use wisely.,10
"September 25, 2013",Anxiety,"I have severe anxiety including social anxiety that confines me to my apartment 95% of the time. I also suffer from trichotillomania where my anxiety is so bad I pull my hair out. Have had this for 20 years and all the shrinks could not help me. I am 32 years old and just recently have been put on Xanax 0.5mg 3 times daily as needed. Well the first week I slept and slept, which is good because I wasn't sleeping before. I also have bipolar disorder and severe depression. Pristiq helps a little but I am allergic to everything else. Xanax slows down my racing thoughts so I can think clearer and make decisions easier and is helping with the hair pulling but am still desperately searching for help with that and have not found it.",8.0
"September 24, 2013",Anxiety,"I have had a very emotional ups and downs in life and after getting married 15 years ago my life became more hectic. 10 years ago when I lost my cousin; I had panic attacks and I became hypochondriac. I took Anxit(Xanax) 0.25 to 0.5 mg twice a day. I stopped all of a sudden after an year and did not notice withdrawal symptoms as depression was somewhat like part of life dealing with people. Now recently, I started having very bad panic attacks and I almost stopped going out alone as I was scared to go out alone and my panic was of heart attacks and death by sudden reasons etc; for the past week I again started taking Anxit 0.25mg once in morning and night. I am fine and happy for the past week and I want to continue same dose.",10
"September 12, 2013",Anxiety,"Best medicine I ever been put on. Started off with two 0.05mg a day then to five 0.5 a day, and I'm Down to Three 1.0 MG a day and it's starting to not work as good. So I need to talk to my doctor and up the dose to at least 4 or 5 MG for my really bad anxiety and depression!",10
"September 8, 2013",Panic Disorder,No side effects besides drowsiness. It puts me at a calm to help me think clearer.,10
"September 7, 2013",Anxiety,"If taken as directed, this though short lasting medication, is a very effective treatment for the prevention and release from panic and anxiety attacks.",10
"September 4, 2013",Anxiety,"I have a very stressful life. After my mother passing in 2005, I started having major anxiety. It truly was debilitating my entire life. My Dr put me on 0.05 mg twice a day to help. It was the BEST thing I ever did. I have been on them for 8 yrs now's. I'm 32 and a mother of 4. There are days when I really feel the anxiety peek and I take one. Its the only thing that will work within 15-20 mins. It really has helped me tremendously. I can take my meds as prescribed and still am able to take care of home, kids and work feeling normal. I would suggest this for anyone how has anxiety or panic attacks or tons of stress.",10
"August 27, 2013",Anxiety,"I'VE taken Xanax prescribed by my Dr for almost 2 yrs and I think its great for nerves, anxiety and good sleep. I take it at night and sleep sound all night and in the morning get up refreshed. I'm an insomniac so the help sleeping is amazing. I give it a 10, just stick with the dose the Dr. prescribes.",10
"August 24, 2013",Depression,Not only does a 0.5mg shut down racing thoughts and anxiety it reduces depression. Been on every other antidepressants out there with awful side effects.  Don't need to take it every day. ,10
"August 20, 2013",Anxiety,If I don't take it my skin feels like something is biting me and I itch all over I get very agitated and I can't sleep or sit still or focus my attention for a normal amount of time,10
"August 14, 2013",Anxiety,"I've been suffering from anxiety and panic attacks for quite some time now and in the past year it's been happening more. Xanax helps, I've been prescribed this because it does help when the anxiety levels get very high and panic attacks and it also helps me to get some sleep at night as it helps reduce the level of anxiety.  Every person is different.",10
"August 13, 2013",Depression,Super good for depression.,10
"August 13, 2013",Anxiety,Very good.,NaN
"August 9, 2013",Panic Disorder,I have panic disorder when I'm under stress and it has been very helpful. I take 1.0 mg per day. It changes my negative thought process and allows me to focus on positive aspects of my life. I have been conservative in the dosage. I have taken as little as 0.25mg per day when I'm feeling well and as much as 1.25 mg per day if I'm under stressful conditions. I would follow your physicians instructions but this pattern of dosage seems to work for me.,9.0
"August 8, 2013",Panic Disorder,"I have found that Xanax does indeed work. It's quick and relieving. Take it about 20-30 before an anxious event and it will help you. The downside is the tolerance that generally develops very quickly, in my case already after one week.",4.0
